,disclosed,mean_variance,black_litterman
2018-02-01,-7.550207489998218e-05,-0.003390857451567508,-0.003390857451567508
2018-02-02,-0.0020492520996699968,-0.014601252088816769,-0.014601252088816769
2018-02-05,-0.0030287199176550006,-0.0235774426546221,-0.0235774426546221
2018-02-06,0.0008912538969483824,0.006753808138088051,0.006753808138088051
2018-02-07,-0.000835771000317981,-0.006611539828235028,-0.006611539828235028
2018-02-08,-0.0023550189685039046,-0.018909192686758853,-0.018909192686758853
2018-02-09,0.00035801567056174816,0.003584729532210355,0.003584729532210355
2018-02-12,0.0008611865158298048,0.005797740049798303,0.005797740049798303
2018-02-13,7.94766700616809e-05,0.001237995276429005,0.001237995276429005
2018-02-14,0.0007799453286552579,0.004425356957789287,0.004425356957789287
2018-02-15,0.0004355171219492318,0.004745279881222271,0.004745279881222271
2018-02-16,1.9259391910740524e-05,0.0014875427022349305,0.0014875427022349305
2018-02-20,-0.00040575963047201867,-0.003993220570579788,-0.003993220570579788
2018-02-21,-0.0007444036249455472,-0.0062347635087971935,-0.0062347635087971935
2018-02-22,0.0003827463208498025,0.0029343729154368264,0.0029343729154368264
2018-02-23,0.0012765148239034278,0.010216978616395077,0.010216978616395077
2018-02-26,0.0006913965045571412,0.005850580739511021,0.005850580739511021
2018-02-27,-0.0009295820169107357,-0.008279324468686903,-0.008279324468686903
2018-02-28,-0.0010955261519290692,-0.007013993051288671,-0.007013993051288671
2018-03-01,-0.0004552048289936132,-0.003881862393113714,-0.003881862393113714
2018-03-02,0.0003174996921155435,0.002049303079998207,0.002049303079998207
2018-03-05,0.0007062361296750974,0.004935751294689335,0.004935751294689335
2018-03-06,0.0002456602873372799,0.002840548627593309,0.002840548627593309
2018-03-07,-0.0001711824660034166,-0.0005810419954868011,-0.0005810419954868011
2018-03-08,8.32118070815083e-05,0.0009660648617392245,0.0009660648617392245
2018-03-09,0.0010584771293337227,0.00699144917857469,0.00699144917857469
2018-03-12,6.620375408290127e-05,0.00098590432629239,0.00098590432629239
2018-03-13,-0.0003518539241643667,-0.002119954267675594,-0.002119954267675594
2018-03-14,-0.00048443864276177546,-0.0031404672053974903,-0.0031404672053974903
2018-03-15,-0.0002991214822481507,-0.002229973557769238,-0.002229973557769238
2018-03-16,0.0003577325220452064,0.002295093674946795,0.002295093674946795
2018-03-19,-0.0010619777003834372,-0.008410987742769997,-0.008410987742769997
2018-03-20,0.00030868082404745064,0.0015143540815739209,0.0015143540815739209
2018-03-21,0.0005926652876298606,0.0022071207062405174,0.0022071207062405174
2018-03-22,-0.0015048351054224092,-0.01083372631926458,-0.01083372631926458
2018-03-23,-0.0010560469677400456,-0.009697087009645968,-0.009697087009645968
2018-03-26,0.00160487024846036,0.012829900362401444,0.012829900362401444
2018-03-27,-0.0006185247286238072,-0.0030745475405771954,-0.0030745475405771954
2018-03-28,-0.000419301545364822,-1.563076078893539e-05,-1.563076078893539e-05
2018-03-29,0.001177158412734227,0.00871047561106276,0.00871047561106276
2018-04-02,-0.0015906731720721765,-0.012587546757835303,-0.012587546757835303
2018-04-03,0.0011420508353578865,0.007991872339096063,0.007991872339096063
2018-04-04,0.000425876947327091,0.003982787718468746,0.003982787718468746
2018-04-05,0.0006480359265252014,0.0032715170909804205,0.0032715170909804205
2018-04-06,-0.001237234589286132,-0.008357722017042019,-0.008357722017042019
2018-04-09,0.0002389518181119777,0.0016435832364419217,0.0016435832364419217
2018-04-10,0.001331077741268895,0.00747462305332791,0.00747462305332791
2018-04-11,0.00016109680433511948,0.0005516895057917712,0.0005516895057917712
2018-04-12,0.00024423142897912737,0.001150213904208693,0.001150213904208693
2018-04-13,0.00037425668721042214,0.002599121625718633,0.002599121625718633
2018-04-16,0.0006467086161383473,0.004718328343949925,0.004718328343949925
2018-04-17,0.0004135318745832961,0.0032490475887759036,0.0032490475887759036
2018-04-18,0.0004268310351575679,0.0016962617385100594,0.0016962617385100594
2018-04-19,-0.00047009404887103174,-0.0055268458529626795,-0.0055268458529626795
2018-04-20,-0.00035846125510264774,-0.0032729643938146885,-0.0032729643938146885
2018-04-23,0.00016970842528114087,0.0005309974062387497,0.0005309974062387497
2018-04-24,-0.0006490634555723255,-0.004253668624771878,-0.004253668624771878
2018-04-25,0.0002916032779126212,0.001086968273975993,0.001086968273975993
2018-04-26,0.0008124530373513307,0.006408225924235082,0.006408225924235082
2018-04-27,-0.0003208641102902973,-0.0007545040015574469,-0.0007545040015574469
2018-04-30,-0.0003220679682427388,-0.002959866128628693,-0.002959866128628693
