strategy,annual_return,annual_volatility,sharpe,sortino,max_drawdown,hhi,avg_turnover
disclosed,0.07530466035283068,1.471991905500301,0.05115833862363266,0.14464828231709861,-0.8459042331287788,0.8280135188986844,0.0
mean_variance,0.10206693548182266,0.12045833978107963,0.8473214529381576,1.0304436433215647,-0.21195977433123803,0.24814359246685974,0.27436286620726524
black_litterman,0.06881238405338475,0.15088977406066398,0.45604405256594327,0.5460432131598217,-0.24017570124653176,0.1844226902884224,0.2502047156138958
