,disclosed,mean_variance,black_litterman
2018-08-01,0.008745782979211901,0.010952412013536203,0.01335248859579063
2018-08-02,0.005001672220065399,0.0077165751949420875,0.009501754489527009
2018-08-03,0.009106968596356247,0.0018696632176940196,0.0005719640946581326
2018-08-06,-0.00037076527630010774,0.0036721781574860237,0.004044727974964994
2018-08-07,0.0013922400937723498,-0.0009844434067445593,0.00034749111852381263
2018-08-08,7.24236971808888e-05,-0.0009627996559672822,0.0007333693618736467
2018-08-09,-0.0019737113861912656,-0.004984129335869823,-0.004820193672170245
2018-08-10,-0.00646489345553327,-0.0014361363556395434,-0.0014423941318375735
2018-08-13,-0.00389791935477977,-0.0009606788769524681,-7.525481794688307e-05
2018-08-14,0.004432406009869336,0.008206542346656513,0.009317626283289072
2018-08-15,-0.009128566589912653,-0.01186404926404687,-0.013928075235151023
2018-08-16,0.010914603466845913,0.00966512010114956,0.01034999148490585
2018-08-17,0.006138760315895075,0.006571165570615528,0.005678200986309126
2018-08-20,0.0015019409406379321,0.0006434704083239335,0.0004185925625970096
2018-08-21,0.0008519801477982243,-0.0035360987326661683,-0.0027265799500200416
2018-08-22,0.0018500305050848681,0.002705346132634469,0.004691944452891286
2018-08-23,-0.003101830420376413,-0.0010614927524930484,-0.0001667985799220482
2018-08-24,0.004641192455363318,0.004942610795428988,0.0065669511937147896
2018-08-27,0.00972934902017812,0.008248751609951758,0.009262134176054303
2018-08-28,6.859956416079937e-05,0.0008048322376356214,0.0020119281086979687
2018-08-29,0.0021561398559794935,0.010334337911834727,0.012390750707962504
2018-08-30,-0.004061868843384385,-0.0008287983620484899,0.00010977752351017158
2018-08-31,-0.0003459509535695112,0.0015801489786081344,0.003238102313928524
2018-09-04,0.0030619887275362806,0.003500832644433868,0.0038980305854724078
2018-09-05,-0.003647973101327667,-0.00786152411025414,-0.009871957907656909
2018-09-06,-0.00656252717681564,-0.008249724108829314,-0.006873638243976537
2018-09-07,-0.0012568496199502658,-0.0032794294197136206,-0.003968036634462941
2018-09-10,0.0015649686449685514,-0.00024241131671511466,-0.0002618721003251844
2018-09-11,0.008084687216532029,0.011329279724736407,0.01217815294751112
2018-09-12,-0.003556790308532222,-0.005561915269552215,-0.004249140689745619
2018-09-13,0.007786743682287309,0.009419786262869937,0.009799376489440624
2018-09-14,0.0037607402912191615,0.0014781357032035702,6.791355850301166e-05
2018-09-17,-0.007137971788904099,-0.010303063403704703,-0.011416951716903304
2018-09-18,0.001446249337577705,0.0074451267754514746,0.007624417313650806
2018-09-19,0.006040545287636226,0.001318408057850117,-0.00021434505818189293
2018-09-20,0.007649725274587285,0.007188913886146838,0.008431001914073909
2018-09-21,-0.003629198340144542,-0.0030136214970620644,-0.003236398952525514
2018-09-24,-0.0015537441116641828,0.003544437854294627,0.003981433061880579
2018-09-25,-0.0008845316174826268,0.004677461067483189,0.005205444817560755
2018-09-26,-0.009281378583342178,-0.004247334812765898,-0.0031369354385764204
2018-09-27,0.003812819856539818,0.00814870690786782,0.008865990228581906
2018-09-28,-0.0053290078091082155,0.00239643456699905,0.002303258584669349
2018-10-01,0.008917258853396304,0.006887860119509569,0.006839167049901867
2018-10-02,0.002046926941233766,-0.0013371727909788165,-0.0013172748245203732
2018-10-03,0.0020344716974225003,-0.0031898620836648215,-0.0022672028529552033
2018-10-04,-0.004347958446540252,-0.009720546963977323,-0.011392011073942958
2018-10-05,-0.005812617858254684,-0.00849442965862989,-0.008841727668012504
2018-10-08,0.0014730459250130357,-0.002580388168786291,-0.0039909194270705915
2018-10-09,0.0015709805399725153,0.00427170343995245,0.004670394813917307
2018-10-10,-0.03181580286801635,-0.042664821337334326,-0.0432980361146774
2018-10-11,-0.02169799769383924,-0.01719198524745472,-0.0167361373354719
2018-10-12,0.01251080430469594,0.021504966294526015,0.02389024353340892
2018-10-15,-0.010740944055748446,-0.023854716720932787,-0.021417487211735642
2018-10-16,0.016568911245550072,0.020331323303811665,0.021622421311407354
2018-10-17,0.003429736124605817,0.0013371298140054228,0.0009072999988720329
2018-10-18,-0.014184351834824672,-0.017652214473770404,-0.017665293771108107
2018-10-19,0.01675170765822006,0.010406096306446115,0.010050299422799646
2018-10-22,-0.010971143960762689,0.0002528023075434663,0.0004423202529003842
2018-10-23,-0.003915290899578277,-0.006035655838349425,-0.004999604939059979
2018-10-24,-0.023818953429781638,-0.02928957598485453,-0.02930176458055102
2018-10-25,0.013060658286830671,0.02280773355633028,0.02437527325063115
2018-10-26,-0.01829682086418989,-0.023299847882789115,-0.023997973165830085
2018-10-29,-0.0053489515612770615,-0.018585889844376608,-0.018798443510714705
2018-10-30,0.01037121897168151,0.00785194654319514,0.005887378870322025
2018-10-31,0.01354196604973447,0.015968361453286894,0.01935062759341924
2018-11-01,0.010708014794882394,0.00814324362420342,0.00804013837858595
2018-11-02,-0.012138441216338808,-0.019335707498236616,-0.022376012836454587
2018-11-05,0.008031425336086888,-0.00028345461735322663,-0.0017628493476366735
2018-11-06,0.007183201548245947,0.00776669815494838,0.007907519182965573
2018-11-07,0.019399525830002994,0.020287223349395665,0.02237682444976315
2018-11-08,0.0007855971319772158,-0.0016714466238895982,-0.002680108120754336
2018-11-09,-0.004929486259636244,-0.004345333221275516,-0.005474767483803827
2018-11-12,-0.02255575309624577,-0.019834434687885562,-0.021664444637633035
2018-11-13,-0.0026523659283529772,-0.002919976114509064,-0.004129459581609409
2018-11-14,-0.008657260787236437,-0.009712785739810896,-0.010910412987624503
2018-11-15,0.01689039748230044,0.011835951482139572,0.012337882673783255
2018-11-16,0.003958555090265137,0.004471054437044209,0.004807595341761712
2018-11-19,-0.010098777088739972,-0.016100690090668935,-0.017781011094426456
2018-11-20,-0.02422852698257431,-0.028400635740134333,-0.029905436362922016
2018-11-21,0.0035184198565038297,-0.004014581457774863,-0.0039584101842570305
2018-11-23,-0.012530392282318495,-0.007451003170024491,-0.009029158077006693
2018-11-26,0.01943317798408401,0.010833216076389925,0.012112462221609492
2018-11-27,0.002453307849117928,0.004958892460463357,0.005143512246049305
2018-11-28,0.02509397013904429,0.023897524797908708,0.0251263093004407
