rebalance_date,AAPL,AMZN,AXP,BAC,CB,CVX,DVA,GOOGL,KHC,KO,MA,MCO,OXY,V
2018-01-31,0.0,0.35959961202188,0.08782088145719846,0.12925591066556474,0.05956790907696294,0.0,0.0,0.0,0.0,0.1541970741116246,0.0,0.20955861266676934,0.0,0.0
2018-02-28,0.43205310001754854,0.24644447451030219,0.014696540046543893,0.0,0.0,0.21619647572486766,0.07508022332792194,0.0,0.0,0.004017723776298288,0.0,0.0,0.011511462596517565,0.0
2018-03-29,0.2519542777324902,0.0,0.0,0.0088559558161834,0.10614443079124744,0.0,0.15654552506667585,0.0,0.060920796914928035,0.1098444635956129,0.0,0.0,0.3057345500828623,0.0
2018-04-30,0.0,0.08724685444656402,0.0,0.0,0.0659943363079845,0.3466915016134305,0.0,0.0,0.0,0.0,0.0,0.07871000371135632,0.19127525096987083,0.23008205295079395
2018-05-31,0.0,0.12944776336468478,0.08853052027551402,0.0,0.08505341254724841,0.07613452840463847,0.06535620037421705,0.0,0.2931927352709848,0.05245558706421277,0.08194201760082097,0.0,0.0,0.12788723509767883
2018-06-29,0.025494161601850255,0.0,0.20251954568590352,0.0,0.03716607712754174,0.005533128556975971,0.0,0.0,0.0,0.09557382033129827,0.3076153103699577,0.0,0.11822507686959437,0.20787287945687813
2018-07-31,0.026239166497767495,0.0,0.09749832757839894,0.2317833179539918,0.2220385170460781,0.05461305395775494,0.05372739336963381,0.10445498410374093,0.03903793277477356,0.14360864550237828,0.0,0.0,0.007076775290323405,0.019921885925158794
2018-08-31,0.16320498494268498,0.10969049049735588,0.09150099715065192,0.12377631465749281,0.1134766469308669,0.0,0.0,0.0935175579887419,0.0,0.0,0.10253907332161721,0.017472889173544632,0.005379129372374279,0.17944191596466935
2018-09-28,0.03336607956827107,0.0,0.0,0.0,0.0,0.1426208989105673,0.0496006462288173,0.05859833776659342,0.0,0.1995874281967544,0.23831100568817884,0.0,0.09079963315880095,0.18711597048201672
2018-10-31,0.0,0.014690914976545831,0.15841474644746184,0.12692617068782164,0.0,3.78889179220675e-07,0.0,0.06612572995382351,0.10189157386981995,0.4063170090357925,0.0,0.0,0.0,0.1256334761395555
2018-11-30,0.0,0.3379590380016795,0.08426775637518662,0.0,0.0,0.0036474413646266214,0.3099198631065347,0.14994136562562332,0.11426453552634919,0.0,0.0,0.0,0.0,0.0
2018-12-31,0.0,0.2470506503284096,0.0,0.057597815172837026,0.2858318869575948,0.21229987329160763,0.0,0.0,0.0,0.0,0.0,0.197219774249551,0.0,0.0
2019-01-31,0.13617405123101156,0.0,0.17029368226909247,0.09497857418825512,0.23576833276036166,0.022870717840229003,0.0,0.060195051535466094,0.0,0.022707346086773997,0.0,0.0,0.25701224408881007,0.0
2019-02-28,0.03280320598518541,0.015160401653823012,0.0,0.27036233184341596,0.07477378420348195,0.16998378574995407,0.0,0.0,0.011842487431839398,0.0,0.0,0.0972504576435967,0.0,0.3278235454887036
2019-03-29,0.0,0.09324806543051654,0.0,0.07219410869467865,0.33952619502750103,0.0,0.0,0.0,0.16432091582686636,0.03099156864067824,0.14947122235732194,0.1502479240224373,0.0,0.0
2019-04-30,0.010019416576571323,0.052773951345817714,0.01675046472627694,0.10612426175800775,0.19688764758299185,0.0,0.0,0.29465663052582675,0.0,0.0,0.2156819244162037,0.06242396432064085,0.01127527369662608,0.03340646505103701
2019-05-31,0.0,0.0,0.1485987860279037,0.0,0.24013840949370618,0.0,0.0,0.0,0.0,0.248232274479011,0.041766741187999765,0.009256956727357822,0.24954938750767833,0.06245744457634325
2019-06-28,0.14097284781070507,0.0676591807587809,0.0,0.018062278860273697,0.0,0.039561640455026366,0.6785283316846983,0.0,0.0,0.0,0.016709582089997836,0.0,0.0,0.038506138340518026
2019-07-31,0.0,0.0,0.0,0.38251104802932123,0.3696472783808053,0.0,0.08255688588302999,0.0,0.0,0.1652847877068435,0.0,0.0,0.0,0.0
2019-08-30,0.0,0.0,0.004168926141602502,0.36596355900905825,0.18251554497478872,0.08098062528750995,0.038936327593279446,0.12762286135555048,0.0,0.052388633683285196,0.004756567575996644,0.002019330773889047,0.0,0.14064762360503982
2019-09-30,0.011683443570999943,0.0,0.3305025996084128,0.13327892705839967,0.0,0.0,0.0,0.3451956599246957,0.17933936983749188,0.0,0.0,0.0,0.0,0.0
2019-10-31,0.0640312151535945,0.0,0.012775490189483143,0.18214483142706606,0.18149664690796158,0.0,0.18607412274815993,0.02605003622290457,0.032056880259298016,0.0,0.13332460986654185,0.07109634947640164,0.019539918878950364,0.0914098988696383
2019-11-29,0.0,0.24489187044015812,0.0,0.09533369878431008,0.07381309802907267,0.08404141976927784,0.05976739022469212,0.0,0.0,0.16338384843021167,0.07317682384551649,0.06987623894663687,0.13571561153012415,0.0
2019-12-31,0.1335671758789561,0.06458496820340924,0.011065981484121615,0.0,0.12007254493627179,0.0,0.11091184545466656,0.0,0.048978156831026305,0.05047219503638046,0.05556126807312079,0.09838931246911134,0.23852425581198272,0.06787229582095299
2020-01-31,0.05878521830308418,0.0,0.07052335362987612,0.0,0.04041836283580012,0.025763263558458625,0.10649623244509147,0.0,0.0,0.17761532659962348,0.06079547116012392,0.4596027714679421,0.0,0.0
2020-02-28,0.19339991758414074,0.0,0.0,0.1985850495400324,0.25848030904478697,0.0,0.0,0.014159667954754911,0.0,0.18540322290451944,0.13491981888353136,0.0,0.015052014088234233,0.0
2020-03-31,0.006903839205298926,0.09133329054946744,0.05229807622886309,0.0,0.0,0.0,0.311469501062891,0.0,0.0,0.1339564005687299,0.040288422590902866,0.36375046979384684,0.0,0.0
2020-04-30,0.2688116757372111,0.09284342199928586,0.011519526198076228,0.077826045968402,0.0,0.01812307935074659,0.03042277464744396,0.0,0.22320749665306133,0.0,0.0,0.08305434691184471,0.19419163253392835,0.0
2020-05-29,0.022460004127133632,0.0,0.05688817595060095,0.03777068419390072,0.1901188904603915,0.0,0.0,0.04802335510577933,0.06760021107945535,0.10493336486385833,0.16893565219817386,0.20685403900113855,0.0,0.09641562301956783
2020-06-30,0.3665995868430211,0.0,0.0,0.0,0.08630056936565669,0.08565852898266785,0.08963888445253845,0.0,0.0,0.010424054430381824,0.0028960648313878998,0.3100293680040827,0.0,0.04845294309026344
2020-07-31,0.0,0.1566670618044319,0.0,0.057451714544069575,0.0,0.0,0.4985399019404427,0.0,0.19389232539308496,0.03126046322322991,0.0,0.06163874260586389,0.0005497904888770428,0.0
2020-08-31,0.1771482432504013,0.0,0.04354730852063646,0.2667822523691641,0.09157552731749569,0.0,0.0,0.03725978843419846,0.0,0.0,0.2330525137861146,0.023105856258671103,0.0,0.12752851006331828
2020-09-30,0.12155125805229187,0.0,0.0,0.10190286968302756,0.08988304032258519,0.0,0.0,0.06746792951258719,0.20779246757689987,0.040578190432313664,0.15495817718306903,0.21586606723722565,0.0,0.0
