strategy,annual_return,annual_volatility,sharpe,sortino,max_drawdown,hhi,avg_turnover
disclosed,0.27850826833760833,0.275683665382741,1.0102458118109603,1.3323769024197551,-0.3887369393319001,0.14540681906386976,0.0
mean_variance,0.22669717007717627,0.2514581538813732,0.9015304001003759,1.1400591137432738,-0.366871515985439,0.15234106175333745,0.32048352394056734
black_litterman,0.23526036255587912,0.2519475771592488,0.9337671161932937,1.190042296587451,-0.3724281445900991,0.14374630604771668,0.28953278320797443
